Original,R2,Modelo
n_0*exp(-m*g*x/(kb*T)),0.8880937476257948,(-0.584*X3*(0.196*X2 + 0.126*X5) + (0.184139630390144*X1 + 0.071064*X3*X4)*exp(sin(0.299*X6)))/(X3*(0.196*X2 + 0.126*X5))
n_0*exp(-m*g*x/(kb*T)),0.8766869750897484,0.955765266918811*X1*X4*exp(-0.277*X5)*sin(0.301*X6)/(X2*X3) - 0.039
n_0*exp(-m*g*x/(kb*T)),0.8656118851494078,13.537368*X6/((4.069*X2 + 2.822*X5)*(1.42057488653555*X3/X4 + 0.770569620253165*X6/X1)) - 0.497
h/(2*pi)*omega**3/(pi**2*c**2*(exp((h/(2*pi))*omega/(kb*T))-1)),0.997161027991592,0.102244948955479*X1**2*X2*X4/X5**2 - 0.115140708283197*X1**2*X2*exp(-0.371*X2)/X5**2 + 0.024
h/(2*pi)*omega**3/(pi**2*c**2*(exp((h/(2*pi))*omega/(kb*T))-1)),0.9962313702690618,(0.0479790503886873*X1**2*X4*(2.08*X2 - 0.194*X3) + 0.017*X5**2)/X5**2
h/(2*pi)*omega**3/(pi**2*c**2*(exp((h/(2*pi))*omega/(kb*T))-1)),0.996190583455798,(0.0610325772795828*X1**2*X4*(1.621*X2 - 0.15*X3) + 0.017*X5**2)/X5**2
h/(2*pi)*omega**3/(pi**2*c**2*(exp((h/(2*pi))*omega/(kb*T))-1)),0.9961625108781992,(0.330633523924097*X1**2*X4*(0.303*X2 - 0.028*X3) + 0.017*X5**2)/X5**2
h/(2*pi)*omega**3/(pi**2*c**2*(exp((h/(2*pi))*omega/(kb*T))-1)),0.9961256619999737,(0.0285665452623467*X1**2*X4*(3.632*X2 - 0.333*X3) + 0.017*X5**2)/X5**2
mu_drift*q*Volt/d,0.999999999999993,0.9804506922*X1*X2*X3/X4
mu_drift*q*Volt/d,0.9999999999999928,1.0012106829142*X1*X2*X3/X4
mu_drift*q*Volt/d,0.9999999999999928,1.00084950172839*X1*X2*X3/X4
mu_drift*q*Volt/d,0.9999999999999922,1.00090782*X1*X2*X3/X4
mu_drift*q*Volt/d,0.9999999999999916,0.991082327414634*X1*X2*X3/X4
mob*kb*T,0.9999999999999916,1.00014550389*X1*X2*X3
mob*kb*T,0.9999999999999905,0.998747774064*X1*X2*X3
mob*kb*T,0.9999999999999872,1.00100494656*X1*X2*X3
mob*kb*T,0.9999999999999868,0.997698620982*X1*X2*X3
mob*kb*T,0.9999999999999868,0.999943869936*X1*X2*X3
1/(gamma-1)*kb*v/A,0.9999999999994644,2.72382676718698*X2*X4/(X3*(2.724*X1 - 2.72478632478633))
1/(gamma-1)*kb*v/A,0.999999999789383,0.404912976*X2*X4/(X3*(0.40469*X1 - 0.405))
1/(gamma-1)*kb*v/A,0.9999932353934428,1.06394288036794*X2*X4*(1.043*X1**2 + 3.29090504723625)/(X1**3*X3)
1/(gamma-1)*kb*v/A,0.9999931879504484,0.5506153562346*X2*X4*(2.019*X1**2 + 6.36100309784445)/(X1**3*X3)
1/(gamma-1)*kb*v/A,0.9999646239152904,0.112705392057362*X2*X4/X3 - 0.002 + 3.4910318927222*X2*X4/(X1**2*X3)
"n*kb*T*log(V2/V1,e)",0.9995030124645774,(-2.14601261355*X1*X2*X3*(1.166*X4 - 1.16*X5) + 0.089166*X4 + 0.089782*X5)/(1.158*X4 + 1.166*X5)
"n*kb*T*log(V2/V1,e)",0.9994485798962665,(-6.83529969399077*X1*X2*X3*(X4 - X5) + 0.018852*X4 + 0.019452*X5)/(3.142*X4 + 3.242*X5)
"n*kb*T*log(V2/V1,e)",0.9836763374449085,-3.912384*X2*(0.355*X4 - 0.363*X5)*(0.833*X1 + 0.705*X3 - 0.375*X4 - 0.375*X5) - 0.384
"n*kb*T*log(V2/V1,e)",0.9754328798419826,-0.865461324*X1*X2*(2.071*X3 - 0.156325*X4*X5)*(0.254*X4 - 0.251*X5) - 0.113
"n*kb*T*log(V2/V1,e)",0.9722335575555244,(-0.6917053322*X1*X2*(X4 - X5)*(0.483*X3*exp(0.722*X4) + 1) - 0.997*exp(0.722*X4))*exp(-0.722*X4)
sqrt(gamma*pr/rho),0.9980712136977758,(0.551959408*X1*X2 + 0.618211000000001*X3 - 65.041*sin(exp(-1.983*X1 - 1.82*X2)))/(0.088088*X1*X2 + 1.064*X3)
sqrt(gamma*pr/rho),0.9980061110460648,(0.440344674*X1*X2 + 0.433913307692309*X3)/(0.073062*X1*X2 + 0.799*X3)
sqrt(gamma*pr/rho),0.997907984463426,(0.836327686*X1*X2 + 0.025694*X1 + 0.812896*X3)/(0.140963*X1*X2 + 1.528*X3)
sqrt(gamma*pr/rho),0.9979068052931644,(1.68758152*X1*X2 + 0.054036*X1 + 1.641752*X3)/(0.2821*X1*X2 + 3.086*X3)
sqrt(gamma*pr/rho),0.9978460883993956,(0.29860976*X1*X2 + 0.003091452*X1*X3 + 0.006258*X1 + 0.289301*X3)/(0.04976*X1*X2 + 0.551*X3)
m*c**2/sqrt(1-v**2/c**2),0.9999980844824764,0.8287979781*X1*X2**2 - 0.639789381*X1*X3*(0.177*X2 - 1.579*X3) - 0.104
m*c**2/sqrt(1-v**2/c**2),0.9999961000201328,0.642086812125*X1*X2**2 + 1.00184271825*X1*(0.0116211504938989*X2 - X3)**2 - 0.063
m*c**2/sqrt(1-v**2/c**2),0.9999956181992526,(24.94947*X1*(0.054*X2 + 0.278*X3)*(0.141*X3*exp(1.65638766519824*X3/X2) + 1) + 0.022*exp(1.65638766519824*X3/X2))*exp(-1.65638766519824*X3/X2)
m*c**2/sqrt(1-v**2/c**2),0.9999955804833476,(4.306*(0.879844*X2**2 + 1.633284*X3**2)*(0.142*X1*exp(2.14565217391304*X3/X2) + 1) - 0.134*exp(2.14565217391304*X3/X2))*exp(-2.14565217391304*X3/X2)
m*c**2/sqrt(1-v**2/c**2),0.9999953230174772,1.516857234*X1*X2*(0.613*X2 - 0.113*X3) + 1.016763888924*X1*X3**2 - 0.054
m_0/sqrt(1-v**2/c**2),0.9999850388599676,-0.0453728929503916*X1*X2/(X3*cos(1.11488250652742*X2/X3)) + 1.00323*X1/cos(1.11488250652742*X2/X3) - 0.001
m_0/sqrt(1-v**2/c**2),0.9999812718457276,(-0.10499316*X1*X3 + (0.851*X1 + 0.001)*(0.89*X2 - 0.796*X3))/(0.89*X2 - 0.796*X3)
m_0/sqrt(1-v**2/c**2),0.999970201301968,(-0.599729715*X1*X2**2 + (1.0005*X1 - 0.001)*(1.885*X2 - 1.229881*X3**2))/(1.885*X2 - 1.229881*X3**2)
m_0/sqrt(1-v**2/c**2),0.9999045682784324,1.14187719400497*X1*X2**3/X3**3 + 1.011624*X1 + 0.001
m_0/sqrt(1-v**2/c**2),0.9998821695299468,0.99036*X1 + 0.236734693877551*X1*exp(1.245*X2)/X3**2 + 0.00042588*X3**2 - 0.023
x1*(cos(omega*t)+alpha*cos(omega*t)**2),0.7399808230197856,60.973 - 82.006*sin(sin(cos(cos(1.00464*X2*X3)/2 - cos(2*exp(-0.035*X3))/2)))
x1*(cos(omega*t)+alpha*cos(omega*t)**2),0.6858634905920014,6.904 - 6.53*cos((0.121*X1 + cos(X3*(0.960258*X2 + 0.178)))**2)
x1*(cos(omega*t)+alpha*cos(omega*t)**2),0.6771880011454374,1.264421424*X2*X3*(0.65*X4 - cos(1.51704*X2*X3))*sin(0.169*X1) - 0.796
x1*(cos(omega*t)+alpha*cos(omega*t)**2),0.6520832411361667,2.224*cos(1.021582*X2*X3) + 2.224*cos(2.005542*X2*X3) + 2.12
x1*(cos(omega*t)+alpha*cos(omega*t)**2),0.6517672077600073,4.448*cos(0.490539*X2*X3)*cos(1.513071*X2*X3) + 2.12
kappa*(T2-T1)*A/d,0.9999999999999885,0.998935913043478*X1*X4*(-X2 + X3)/X5
kappa*(T2-T1)*A/d,0.999999999999986,1.00339611690566*X1*X4*(-X2 + X3)/X5
kappa*(T2-T1)*A/d,0.9999999999999812,1.00076908649465*X1*X4*(-X2 + X3)/X5
kappa*(T2-T1)*A/d,0.9999999999999796,0.999644328376176*X1*X4*(-X2 + X3)/X5
kappa*(T2-T1)*A/d,0.9999999999999788,1.00499882748092*X1*X4*(-X2 + X3)/X5
Pwr/(4*pi*r**2),0.9999999999999956,0.0815992671116346*X1/X2**2
Pwr/(4*pi*r**2),0.9999999999999944,0.0874372759856631*X1/X2**2
Pwr/(4*pi*r**2),0.999999999999994,0
Pwr/(4*pi*r**2),0.999999999999994,0.0792529545352196*X1/X2**2
Pwr/(4*pi*r**2),0.9999999999999932,0.0792511247923699*X1/X2**2
q/(4*pi*epsilon*r),0.999999999999996,0.0926488766135942*X1/(X2*X3)
q/(4*pi*epsilon*r),0.9999999999999952,0.079676344835686*X1/(X2*X3)
q/(4*pi*epsilon*r),0.9999999999999932,0.0805750569293132*X1/(X2*X3)
q/(4*pi*epsilon*r),0.9999999999999918,0.0804899387576553*X1/(X2*X3)
q/(4*pi*epsilon*r),0.9999999999999916,0.0861742424242424*X1/(X2*X3)
1/(4*pi*epsilon)*p_d*cos(theta)/r**2,0.999999999974554,0.083424064535235*X2*cos(1.0*X3)/(X1*X4**2)
1/(4*pi*epsilon)*p_d*cos(theta)/r**2,0.9999999993665653,0
1/(4*pi*epsilon)*p_d*cos(theta)/r**2,0.999999984173013,0.0823177108259804*X2*cos(1.0*X3)/(X1*X4**2)
1/(4*pi*epsilon)*p_d*cos(theta)/r**2,0.9999999832620764,0
1/(4*pi*epsilon)*p_d*cos(theta)/r**2,0.9999999825838836,0
p_d/(4*pi*epsilon)*3*z/r**5*sqrt(x**2+y**2),0.9511819667133488,27.505333944*X2*X6*exp(-3.94*X3)/(0.916*X1 - 0.142*X2 + exp(-1.203*X5)) + 0.01
p_d/(4*pi*epsilon)*3*z/r**5*sqrt(x**2+y**2),0.9499067207087586,2.629*exp(1.96209368191721*(X2 + 0.906217070600632*X6)**2*exp(-3.582*X3)/X1) - 2.622
p_d/(4*pi*epsilon)*3*z/r**5*sqrt(x**2+y**2),0.9498032986924398,0.004 + 17.26155078538*X2*X6*exp(-3.022*X3)/(X1*X3) - 17.631818984045*X6*exp(-3.022*X3 - 0.519*X5)/(X1*X3)
p_d/(4*pi*epsilon)*3*z/r**5*sqrt(x**2+y**2),0.9467206572723788,0.007 + 18.2600073564546*X2*X6*exp(-3.16*X3)/(X1*X3) - 342.964170428894*X6*exp(-3.16*X3 - 3.335*X5)/X1
p_d/(4*pi*epsilon)*3*z/r**5*sqrt(x**2+y**2),0.9423400380427284,0.011 + 14.2179071379071*X6*exp(-0.142*X1 + 0.581*X2 - 3.272*X3)/(X1*X3)
p_d/(4*pi*epsilon)*3*cos(theta)*sin(theta)/r**3,0.9999998098730262,0.11900386177774*X2*sin(2.0*X3)/(X1*X4**3)
p_d/(4*pi*epsilon)*3*cos(theta)*sin(theta)/r**3,0.999999721175718,0
p_d/(4*pi*epsilon)*3*cos(theta)*sin(theta)/r**3,0.999999483623638,0.119181194519288*X2*sin(2.0*X3)/(X1*X4**3)
p_d/(4*pi*epsilon)*3*cos(theta)*sin(theta)/r**3,0.9999994663490716,0.119936597915378*X2*sin(2.0*X3)/(X1*X4**3)
p_d/(4*pi*epsilon)*3*cos(theta)*sin(theta)/r**3,0.9999994554138758,0.132380236260724*X2*sin(2.0*X3)/(X1*X4**3)
3/5*q**2/(4*pi*epsilon*d),0.9999999999999748,0.0436185922586352*X1**2/(X2*X3)
3/5*q**2/(4*pi*epsilon*d),0.9999999999999736,0.0501829738058552*X1**2/(X2*X3)
3/5*q**2/(4*pi*epsilon*d),0.9999999999999728,0.0478783132209169*X1**2/(X2*X3)
3/5*q**2/(4*pi*epsilon*d),0.9999999999999722,0.0478363324764353*X1**2/(X2*X3)
3/5*q**2/(4*pi*epsilon*d),0.9999999999999716,0.0478052109169732*X1**2/(X2*X3)
epsilon*Ef**2/2,0.9999999999999912,0.500184415248*X1*X2**2
epsilon*Ef**2/2,0.999999999999988,0.5006237678*X1*X2**2
epsilon*Ef**2/2,0.9999999999999876,0.501828378128*X1*X2**2
epsilon*Ef**2/2,0.9999999999999868,0.500695325*X1*X2**2
epsilon*Ef**2/2,0.9999999999999868,0.500590762056*X1*X2**2*cos(exp(-7.288*X2))
sigma_den/epsilon*1/(1+chi),0.9999999999999856,0.714868*X1/(X2*(0.716364*X3 + 0.716))
sigma_den/epsilon*1/(1+chi),0.9999999999960932,2.184305*X1/(X2*(2.188245*X3 + 2.188))
sigma_den/epsilon*1/(1+chi),0.9999999999936072,1.37866*X1/(X2*(1.379151*X3 + 1.379))
sigma_den/epsilon*1/(1+chi),0.9999999999622028,0.826007*X1/(X2*(0.827398*X3 + 0.827))
sigma_den/epsilon*1/(1+chi),0.9999999999487827,1.073624*X1/(X2*(1.073112*X3 + 1.073))
x1*y1+x2*y2+x3*y3,0.9999999054490712,1.000189872*X1*X4 + 0.998500464*X2*X5 + 0.998352976*X3*X6
x1*y1+x2*y2+x3*y3,0.9851235677994744,1.03560552*X3*X6 + 1.01*(0.695*X1 + 0.693*X2)*(0.689*X4 + 0.745*X5) - 0.249
x1*y1+x2*y2+x3*y3,0.980719069916612,1.024686*X1*X4 + 3.179475*X2 + 1.015633125*X3*X6 + 3.109275*X5 - 10.082
x1*y1+x2*y2+x3*y3,0.9733962529684056,1.01756613*X2*X5 + 0.572523*(X1 + X3)*(0.903*X4 + 0.836*X6) - 0.061
x1*y1+x2*y2+x3*y3,0.972914738378156,0.995804*X1*X4 + 0.98922976*X2*X5 + 2.951157*X3 + 2.866562*X6 - 8.239
q*Ef/(m*(omega_0**2-omega**2)),0.9999999999999104,0.993334348561248*X1*X2/(X3*(X4 - X5)*(X4 + X5))
q*Ef/(m*(omega_0**2-omega**2)),0.9999839171094694,0.010986899543379*X1*X2/(X3*(0.103*X4 - 0.101*X5)*(0.113*X4 + 0.101*X5))
q*Ef/(m*(omega_0**2-omega**2)),0.99981429376068,0.470836318734793*X1*X2/(X3*(0.3844*X4**2 + 0.61*X4 - 1.453*X5)) - 0.001
q*Ef/(m*(omega_0**2-omega**2)),0.9986725064063084,2.15812*X1*X2/(X3*(0.042*X3 + 1.584*X4)*(1.634*X4 - 1.267*X5)) + 0.001
q*Ef/(m*(omega_0**2-omega**2)),0.9986713231538304,0.835857640449438*X1*X2/(X3*(0.028*X3 + 1.037*X4)*(0.962*X4 - 0.745*X5)) + 0.001
n_0*(1+p_d*Ef*cos(theta)/(kb*T)),0.9433113131958708,1.83 + 1.25192665507974*X5*X6*exp(0.236*X1)*cos(0.97*X4)/(X2*X3)
n_0*(1+p_d*Ef*cos(theta)/(kb*T)),0.9420746111574296,1.0642580980658*X1*X5*X6*sin(cos(0.94*X4))/(X2*X3) + 1.688
n_0*(1+p_d*Ef*cos(theta)/(kb*T)),0.941205288921056,(0.013171175*X1**2*X2 - 0.21876*X2*X3 - 0.197607127143702*X5*X6*cos(0.976*X4))/(X2*(0.007225*X1**2 - 0.12*X3))
n_0*(1+p_d*Ef*cos(theta)/(kb*T)),0.9411280552418354,(0.126087192*X1**2*X2 - 1.99584*X2*X3 - 1.84236425974026*X5*X6*cos(0.964*X4))/(X2*(0.070756*X1**2 - 1.12*X3))
n_0*(1+p_d*Ef*cos(theta)/(kb*T)),0.9335855487002888,1.782 + 2.3969350679254*X5*X6*sin(0.541*X1)*cos(0.954*X4)/(X2*X3)
n_rho*p_d**2*Ef/(3*kb*T),0.9999999999999932,0.334567519182923*X1*X2**2*X3/(X4*X5)
n_rho*p_d**2*Ef/(3*kb*T),0.9999999999999916,0.332080632028742*X1*X2**2*X3/(X4*X5)
n_rho*p_d**2*Ef/(3*kb*T),0.9999999999999896,0.333299024*X1*X2**2*X3/(X4*X5)
n_rho*p_d**2*Ef/(3*kb*T),0.9999999999999896,0.335348412669361*X1*X2**2*X3/(X4*X5)
n_rho*p_d**2*Ef/(3*kb*T),0.999999999999987,0.333884264175824*X1*X2**2*X3/(X4*X5)
n*alpha/(1-(n*alpha/3))*epsilon*Ef,0.999987491608972,0.970078319501088*X1*X2*X3*X4*exp(0.422928*X1*X2) + 0.004
n*alpha/(1-(n*alpha/3))*epsilon*Ef,0.999987437267886,0.966733654877312*X1*X2*X3*X4*exp(0.422994*X1*X2) + 0.004
n*alpha/(1-(n*alpha/3))*epsilon*Ef,0.9999874166825812,0.977137327831392*X1*X2*X3*X4*exp(0.423108*X1*X2) + 0.004
n*alpha/(1-(n*alpha/3))*epsilon*Ef,0.9999520176069612,1.020052740336*X1*X2*X3*X4*(0.5104008*X1*X2 + 0.91) + 0.008
n*alpha/(1-(n*alpha/3))*epsilon*Ef,0.999951631578045,1.022414761179*X1*X2*X3*X4*(0.515688888*X1*X2 + 0.917) + 0.008
1+n*alpha/(1-(n*alpha/3)),0.9999999856712212,0.428356812*X1*X2 + 0.503*exp(1.13844*X1*X2) + 0.497
1+n*alpha/(1-(n*alpha/3)),0.9999999253050084,0.455700465*X1*X2 + 0.465*exp(1.176*X1*X2) + 0.535
1+n*alpha/(1-(n*alpha/3)),0.9999999121757128,0.396738848*X1*X2 + 0.548*exp(1.099674*X1*X2) + 0.452
1+n*alpha/(1-(n*alpha/3)),0.9999994531711048,0.503685273*X1*X2 + 0.401*exp(1.247885*X1*X2) + 0.598
1+n*alpha/(1-(n*alpha/3)),0.9999984296192422,1.025*exp(exp(0.356314*X1*X2)) - 1.786
1/(4*pi*epsilon*c**2)*2*I/r,0.9999999999999946,0.164165759767734*X3/(X1*X2**2*X4)
1/(4*pi*epsilon*c**2)*2*I/r,0.9999999999999928,0.159068642244974*X3/(X1*X2**2*X4)
1/(4*pi*epsilon*c**2)*2*I/r,0.9999999999999912,0.158871737985996*X3/(X1*X2**2*X4)
1/(4*pi*epsilon*c**2)*2*I/r,0.9999999999999912,0.160960834376942*X3/(X1*X2**2*X4)
1/(4*pi*epsilon*c**2)*2*I/r,0.99999999999999,0.158868355884578*X3/(X1*X2**2*X4)
rho_c_0/sqrt(1-v**2/c**2),0.9999906652076868,(-0.10061552*X1*X3 + (0.881*X2 - 0.774*X3)*(0.85272*X1 + 0.001632*X3 - 0.012))/(0.881*X2 - 0.774*X3)
rho_c_0/sqrt(1-v**2/c**2),0.9999891559266512,X1*(0.63472164*X2 - 0.64231654*X3)/(0.742*X2 - 0.653*X3)
rho_c_0/sqrt(1-v**2/c**2),0.9999747158552068,X1*(1.038264696*X2 - 1.137810186*X3)/(1.246*X2 - 1.161*X3)
rho_c_0/sqrt(1-v**2/c**2),0.9999182709837732,0.615102560252018*X1*X2**2/X3**2 + 0.994504*X1 + 0.001
rho_c_0/sqrt(1-v**2/c**2),0.999918237019038,0.61525524181206*X1*X2**2/X3**2 + 0.995648*X1 + 0.001
rho_c_0*v/sqrt(1-v**2/c**2),0.9999318256321688,0.655364729741965*X1*X2**3/X3**2 + 0.9892368*X1*X2 + 0.009
rho_c_0*v/sqrt(1-v**2/c**2),0.9999287265964776,0.6590865092971*X1*X2**3/X3**2 + 0.990103914418605*X1*X2 + 0.01
rho_c_0*v/sqrt(1-v**2/c**2),0.999924411617206,0.659754988377148*X1*X2**3/X3**2 + 0.991231104*X1*X2 + 0.01
rho_c_0*v/sqrt(1-v**2/c**2),0.999899538191794,(-0.870157477728*X1*X2*X3 + (0.464*X2 - 0.992*X3)*(0.0119646*X1*X3 - 0.002))/(0.464*X2 - 0.992*X3)
rho_c_0*v/sqrt(1-v**2/c**2),0.9998879152242076,0.989609588*X1*X2*sin(0.846579129232896*X2/X3)**2 + 0.987191975*X1*X2 + 0.012
-mom*B*cos(theta),0.999999997689743,-1.00584316*X1*X2*cos(1.0*X3)
-mom*B*cos(theta),0.9999999947150056,-0.976956786000001*X1*X2*cos(1.0*X3)
-mom*B*cos(theta),0.9999999941800508,-0.979231224710059*X1*X2*cos(1.0*X3)
-mom*B*cos(theta),0.9999999940585034,X1*(-1.0246855*X2 + 1.431125*sin(0.017*X2))*cos(1.0*X3)
-mom*B*cos(theta),0.9999999704960344,-0.861000825000096*X1*X2*cos(1.0*X3)
-p_d*Ef*cos(theta),0.999999999884993,-X1*X2*(0.534781208*cos(0.998*X3) + 0.4644081*cos(1.003*X3))
-p_d*Ef*cos(theta),0.9999999924538426,-297.654489999996*X1*sin(0.003*X2)*cos(1.0*X3)
-p_d*Ef*cos(theta),0.9999999914329876,-1.0008444*X1*X2*cos(1.0*X3)
-p_d*Ef*cos(theta),0.9999999824677696,X1*(-0.989398800000001*X2 - 1.648998e-5*X3**2)*cos(1.0*X3)
-p_d*Ef*cos(theta),0.9999999714619232,-0.999262507*X1*X2*cos(0.006*X3)*cos(1.0*X3)
mu*Nn,0.9999999999999908,0.997032711*X1*X2
mu*Nn,0.99999999999999,0.99924552*X1*X2
mu*Nn,0.999999999999988,1.001171752*X1*X2
mu*Nn,0.999999999999988,1.002547264*X1*X2
mu*Nn,0.9999999999999878,0.999553932*X1*X2
q/(4*pi*epsilon*r*(1-v/c)),0.9999999993795956,-0.079539497807813*X1*X5/(X2*X3*(X4 - X5))
q/(4*pi*epsilon*r*(1-v/c)),0.999836191846041,X1*(0.00600264572582875*X4 - 0.0351227016867967*X5)/(X2*X3*(0.457*X4 - 0.434*X5))
q/(4*pi*epsilon*r*(1-v/c)),0.9970576721568168,0.00417359745954937*X1/(X2*sin(0.082*X3)*cos(exp(exp(-0.796561604584527*X5/X4))))
q/(4*pi*epsilon*r*(1-v/c)),0.9955900134646974,0.0716733956625289*X1*exp(-0.016*X3 + 1.77044025157233*X4/X5)/(X2*X3)
q/(4*pi*epsilon*r*(1-v/c)),0.992946199241244,0.523030500251457*X1/(X2*X3*(0.646*X5 + sin(1.591*X4) - cos(0.646*X5)))
sqrt(omega**2/c**2-pi**2/d**2),0.9999807078544118,1.00375305623472*X1/X2 + 0.011 - 5.50533525852754*X2/(X1*X3**2)
sqrt(omega**2/c**2-pi**2/d**2),0.999980533413796,1.00131868131868*X1/X2 + 0.0111452991452993 - 5.49105740023901*X2/(X1*X3**2)
sqrt(omega**2/c**2-pi**2/d**2),0.9999677796005813,1.00261682242991*X1/X2 - 0.745*exp(0.024*X3) + 0.785 - 7.81215277777778*X2*exp(-0.876*X3)/X1
sqrt(omega**2/c**2-pi**2/d**2),0.9999656962199396,0.991926267281106*X1/X2 + 0.0791244239631336 - 1.19653731343284*X2*exp(cos(0.693*X3))/X1
sqrt(omega**2/c**2-pi**2/d**2),0.9999553874200272,1.00638172043011*X1/X2 - 2.618*exp(-0.268*X1 + 0.825*X2 - 0.978*X3) - 0.064 + 7.03763440860215*exp(-1.762*X1)/X2
epsilon*c*Ef**2,0.9999999999999906,1.00715036023325*X1*X2*X3**2
epsilon*c*Ef**2,0.9999999999999905,0.9957752772408*X1*X2*X3**2
epsilon*c*Ef**2,0.9999999999999888,1.00030260986992*X1*X2*X3**2
epsilon*c*Ef**2,0.9999999999999888,1.00125777654164*X1*X2*X3**2
epsilon*c*Ef**2,0.9999999999999885,1.00062458140882*X1*X2*X3**2
epsilon*Ef**2,0.9999999999999936,1.00028076525*X1*X2**2
epsilon*Ef**2,0.9999999999999934,1.00091265048*X1*X2**2
epsilon*Ef**2,0.999999999999993,1.000365796242*X1*X2**2
epsilon*Ef**2,0.99999999999999,0.99867897162*X1*X2**2
epsilon*Ef**2,0.99999999999999,0.99837746064*X1*X2**2
q*v/(2*pi*r),0.9999999999999938,0.157763759036145*X1*X2/X3
q*v/(2*pi*r),0.9999999999999912,0.159566138408304*X1*X2/X3 - 0.00137370242214535
q*v/(2*pi*r),0.9999999999999906,0.163895867768595*X1*X2/X3
q*v/(2*pi*r),0.99999999999999,0.159721153846154*X1*X2/X3
q*v/(2*pi*r),0.9999999999999896,0.159045967318757*X1*X2/X3
q*v*r/2,0.999999999999987,0.49970823168*X1*X2*X3*cos(exp(-5.635876*X3**2 - sin(0.319*X2)))
q*v*r/2,0.9999999999999868,0.49878021879*X1*X2*X3
q*v*r/2,0.999999999999986,0.50002977024*X1*X2*X3
q*v*r/2,0.9999999999999848,0.4965508757*X1*X2*X3
q*v*r/2,0.999999999999984,0.50138548384*X1*X2*X3
g_*q*B/(2*m),0.9999999999999912,0.516080069521276*X1*X2*X3/X4
g_*q*B/(2*m),0.9999999999999908,0.500311232000367*X1*X2*X3/X4
g_*q*B/(2*m),0.9999999999999905,0.501410172060475*X1*X2*X3/X4
g_*q*B/(2*m),0.9999999999999888,0.500218621153846*X1*X2*X3/X4
g_*q*B/(2*m),0.9999999999999888,0.499482454153846*X1*X2*X3/X4
q*h/(4*pi*m),0.9999999999999948,0.0792495496688742*X1*X2/X3
q*h/(4*pi*m),0.9999999999999926,0.0798498628872775*X1*X2/X3
q*h/(4*pi*m),0.9999999999999878,0.079811743119266*X1*X2/X3
q*h/(4*pi*m),0.9999999999999872,0.0805552086614173*X1*X2/X3
q*h/(4*pi*m),0.9999999999999872,0.0777245*X1*X2/X3
g_*mom*B*Jz/(h/(2*pi)),0.9999999999999896,6.25050980936045*X1*X3*X4*X5/X2
g_*mom*B*Jz/(h/(2*pi)),0.9999999999999872,6.29601898739341*X1*X3*X4*X5/X2
g_*mom*B*Jz/(h/(2*pi)),0.9999999999999856,6.28439371183772*X1*X3*X4*X5/X2
g_*mom*B*Jz/(h/(2*pi)),0.9999999999999812,6.27674903460813*X1*X3*X4*X5/X2
g_*mom*B*Jz/(h/(2*pi)),0.9999999999999796,6.28377792161131*X1*X3*X4*X5/X2
n_0/(exp(mom*B/(kb*T))+exp(-mom*B/(kb*T))),0.9439848867485142,0.11703356*X1*X2 + 0.1242012*X1*X3 - 0.0464967034*X1*X4*X5 + 0.023
n_0/(exp(mom*B/(kb*T))+exp(-mom*B/(kb*T))),0.9228714259371904,-0.047274500559*X1*X4*X5 + 0.512694*X1 + 0.211275*X2 + 0.939*sin(0.275*X3) - 0.945
n_0/(exp(mom*B/(kb*T))+exp(-mom*B/(kb*T))),0.9195944057869236,(-0.0352302197802198*X1 + X3*(-0.179091*X4 + 0.737*exp(0.269*X1) + 0.737*sin(0.463*X2) - 0.484) - 0.319096703296703*X5)/X3
n_0/(exp(mom*B/(kb*T))+exp(-mom*B/(kb*T))),0.9159180810897736,0.094121742*X1*X2 + 0.107886064*X1*X3 - 0.069212*X1 - 0.202202*X4 - 0.205491*X5 + 0.763
n_0/(exp(mom*B/(kb*T))+exp(-mom*B/(kb*T))),0.9141820334485722,0.083675592*X1*X2 + 0.095749992*X1*X3 - 0.202272*X4 - 0.201584*X5 + 0.707
q1*q2*r/(4*pi*epsilon*r**3),0.9999999999999992,0.0797070374542522*X1*X2/(X3*X4**2)
q1*q2*r/(4*pi*epsilon*r**3),0.9999999999999992,0.0787918702901521*X1*X2/(X3*X4**2)
q1*q2*r/(4*pi*epsilon*r**3),0.9999999999999992,0.0798414840541898*X1*X2/(X3*X4**2)
q1*q2*r/(4*pi*epsilon*r**3),0.9999999999999986,0.0794268037670904*X1*X2/(X3*X4**2)
q1*q2*r/(4*pi*epsilon*r**3),0.9999999999999952,0.0796747637188151*X1*X2/(X3*X4**2)
n_rho*mom*tanh(mom*B/(kb*T)),0.9850220850160678,(12.2585369369369*X1*(0.469*X2 - 0.112*X4)*(0.231*X3 - 0.042*X5) - 0.279*X3)/X3
n_rho*mom*tanh(mom*B/(kb*T)),0.9790895425064516,0.29502144*X1*X3 - 0.230059488*X1*X4 + 0.413546*X1*(2.416*X2 - 0.627*X5) - 0.351
n_rho*mom*tanh(mom*B/(kb*T)),0.9780183489879044,16.609*(0.116*X1 + 0.031*X3 - 0.035*X5)*(0.54*X2 + 0.032*X3 - 0.138*X4) - 0.573
n_rho*mom*tanh(mom*B/(kb*T)),0.9762210575283,0.25973*X1*(0.252672*X1*X3 + 3.782*X2 - 1.047*X4 - 1.095*X5) + 0.986
