Original,R2,Modelo
mom*sqrt(Bx**2+By**2+Bz**2),0.9996928660348834,(1.159 + ((-0.636) * (sin(((cos((((-0.564) * X3) + (0.545 * X4))) + sin(((-0.127) * X1))) + (cos((((-0.581) * X4) + (0.537 * X2))) + (cos((((-0.581) * X3) + (0.537 * X2))) + cos(((-0.514) * X1)))))) + ((((-0.581) * X1) + (((-1.560) * X1) * (((0.545 * X4) + (0.541 * X3)) + (0.602 * X2)))) + ((cos((((-0.684) * X3) + (0.587 * X2))) + sin(((-0.460) * X1))) + (cos((((-0.581) * X4) + (0.537 * X2))) + cos((((-0.564) * X3) + (0.591 * X4)))))))))
n*(h/(2*pi)),0.9999999999999568,((-0.000) + (3.587 * ((1.151 * X2) * (0.039 * X1))))
2*E_n*d**2*k/(h/(2*pi)),0.9999999999999805,(0.000 + ((-207.563) * (((0.692 * X1) * (((-0.135) * X2) * (0.301 * X3))) / ((0.648 * X4) / (1.396 * X2)))))
I_0*(exp(q*Volt/(kb*T))-1),0.9985633375254349,((-0.179) + (0.419 * (((0.981 * X1) * cos(((((1.393 * X2) / (((-0.231) * X5) + (1.499 * X5))) / (0.796 * X4)) * ((-1.241) * X3)))) - ((cos((((((1.772 * X2) / ((-1.405) * X5)) / (((-0.231) * X1) + (1.517 * X5))) / ((-1.220) * X4)) * ((-1.241) * X3))) - (((((0.662 * X2) / ((-2.414) * X5)) * (((-1.676) * X3) * ((-1.126) * X1))) / (((-0.678) * X4) / ((-2.095) * X3))) * ((1.024 * X2) / (0.317 * X4)))) / ((-1.234) * X5)))))
2*U*(1-cos(k*d)),0.17502785358350692,(3.933 + ((-1.688) * ((cos((((-0.782) * X1) - cos(((1.207 * X2) - ((-1.871) * X3))))) - cos(((1.207 * X2) - ((-2.891) * X3)))) - ((((((0.643 * X1) + (-1.645)) + cos((sin((2.407 * X2)) - sin(((-1.803) * X3))))) * cos((((0.707 * X1) + sin((1.368 * X2))) - sin((1.134 * X3))))) * ((((-0.669) * X1) - sin(((-1.871) * X3))) - cos((2.718 * X2)))) + cos(((3.263 * X2) - ((-2.891) * X3)))))))
(h/(2*pi))**2/(2*E_n*d**2),0.9999999999999359,((-0.000) + (0.008 * ((((0.204 * X1) / (1.122 * X3)) / (0.255 * X2)) / ((0.459 * X3) / (1.077 * X1)))))
2*pi*alpha/(n*d),0.9999999999999681,(0.000 + (0.996 * ((0.772 * X1) / (((-1.246) * X3) * ((-0.098) * X2)))))
beta*(1+alpha*cos(theta)),0.9999901462317212,(0.086 + (0.171 * (((-0.165) * X3) - (((-2.528) - (cos((1.001 * X3)) * (2.537 * X2))) * (2.303 * X1)))))
-m*q**4/(2*(4*pi*epsilon)**2*(h/(2*pi))**2)*(1/n**2),0.9999999999999925,((-0.000) + (0.397 * ((((((-0.353) * X2) / ((1.055 * X5) * ((-1.349) * X3))) * (3.142 * X2)) / ((-0.689) * X4)) * ((((((-0.353) * X1) / (0.187 * X5)) * (((-0.808) * X2) / (2.810 * X3))) * ((-0.353) * X2)) / ((-0.689) * X4)))))
-rho_c_0*q*A_vec/m,0.9999999999999838,((-0.000) + ((-3.219) * ((((0.414 * X3) * ((-0.978) * X2)) / (0.678 * X4)) * ((-0.520) * X1))))
